"","Win","Date","Team","Opponent","ScoreOff","ScoreDef","Home","Week"
"2214",1,2016-11-12,"Miami (FL)","Virginia",34,14,0,11
"2215",1,2016-11-12,"Louisville (KY)","Wake Forest (NC)",44,12,1,11
"2216",1,2016-11-12,"North Carolina St.","Syracuse (NY)",35,20,0,11
"2217",0,2016-11-12,"Virginia","Miami (FL)",14,34,1,11
"2218",0,2016-11-12,"Virginia Tech","Georgia Tech",20,30,1,11
"2219",0,2016-11-12,"Wake Forest (NC)","Louisville (KY)",12,44,0,11
"2220",0,2016-11-12,"Baylor (TX)","Oklahoma",24,45,0,11
"2221",0,2016-11-12,"Kansas","Iowa St.",24,31,1,11
"2222",1,2016-11-12,"Oklahoma","Baylor (TX)",45,24,1,11
"2223",1,2016-11-12,"Oklahoma St.","Texas Tech",45,44,1,11
"2224",0,2016-11-12,"Texas Tech","Oklahoma St.",44,45,0,11
"2225",1,2016-11-12,"West Virginia","Texas",24,20,0,11
"2226",1,2016-11-12,"Pittsburgh (PA)","Clemson (SC)",43,42,0,11
"2227",0,2016-11-12,"Syracuse (NY)","North Carolina St.",20,35,1,11
"2228",0,2016-11-12,"Texas","West Virginia",20,24,1,11
"2229",1,2016-11-12,"Iowa","Michigan",14,13,1,11
"2230",0,2016-11-12,"Indiana","Penn St.",31,45,1,11
"2231",1,2016-11-12,"Iowa St.","Kansas",31,24,0,11
"2232",0,2016-11-12,"Michigan","Iowa",13,14,0,11
"2233",0,2016-11-12,"Maryland","Ohio St.",3,62,1,11
"2234",1,2016-11-12,"Michigan St.","Rutgers (NJ)",49,0,1,11
"2235",0,2016-11-12,"Minnesota","Nebraska",17,24,0,11
"2236",1,2016-11-12,"Nebraska","Minnesota",24,17,1,11
"2237",1,2016-11-12,"Ohio St.","Maryland",62,3,0,11
"2238",1,2016-11-12,"Wisconsin","Illinois",48,3,1,11
"2239",1,2016-11-12,"Penn St.","Indiana",45,31,0,11
"2240",0,2016-11-12,"Rutgers (NJ)","Michigan St.",0,49,0,11
"2241",0,2016-11-12,"Purdue (IN)","Northwestern (IL)",17,45,1,11
"2242",1,2016-11-12,"Florida Atlantic","Texas-El Paso",35,31,1,11
"2243",0,2016-11-12,"North Carolina-Charlotte","Rice (TX)",21,22,1,11
"2244",1,2016-11-12,"Louisiana Tech","Texas-San Antonio",63,35,1,11
"2245",1,2016-11-12,"Marshall (WV)","Middle Tennessee St.",42,17,1,11
"2246",0,2016-11-12,"Middle Tennessee St.","Marshall (WV)",17,42,0,11
"2247",0,2016-11-12,"North Texas","Western Kentucky",7,45,0,11
"2248",0,2016-11-12,"Illinois","Wisconsin",3,48,0,11
"2249",1,2016-11-12,"Old Dominion (VA)","Southern Mississippi",51,35,1,11
"2250",1,2016-11-12,"Rice (TX)","North Carolina-Charlotte",22,21,0,11
"2251",0,2016-11-12,"Southern Mississippi","Old Dominion (VA)",35,51,0,11
"2252",0,2016-11-12,"Texas-San Antonio","Louisiana Tech",35,63,0,11
"2253",1,2016-11-12,"Western Kentucky","North Texas",45,7,1,11
"2254",1,2016-11-12,"Northwestern (IL)","Purdue (IN)",45,17,0,11
"2255",0,2016-11-12,"Army (NY)","Notre Dame (IN)",6,44,1,11
"2256",1,2016-11-12,"Brigham Young (UT)","Southern Utah",37,7,1,11
"2257",1,2016-11-12,"Notre Dame (IN)","Army (NY)",44,6,1,11
"2258",0,2016-11-12,"Buffalo (NY)","Miami (OH)",24,35,1,11
"2259",1,2016-11-12,"Miami (OH)","Buffalo (NY)",35,24,0,11
"2260",0,2016-11-12,"Texas-El Paso","Florida Atlantic",31,35,0,11
"2261",1,2016-11-12,"Air Force (CO)","Colorado St.",49,46,1,11
"2262",1,2016-11-12,"Boise St. (ID)","Hawaii",52,16,0,11
"2263",0,2016-11-12,"Colorado St.","Air Force (CO)",46,49,0,11
"2264",0,2016-11-12,"Hawaii","Boise St. (ID)",16,52,1,11
"2265",0,2016-11-12,"Nevada","San Diego St. (CA)",16,46,1,11
"2266",1,2016-11-12,"San Diego St. (CA)","Nevada",46,16,0,11
"2267",1,2016-11-12,"Nevada-Las Vegas","Wyoming",69,66,1,11
"2268",0,2016-11-12,"Utah St.","New Mexico",21,24,1,11
"2269",0,2016-11-12,"Wyoming","Nevada-Las Vegas",66,69,0,11
"2270",0,2016-11-12,"California","Washington St.",21,56,0,11
"2271",0,2016-11-12,"Arizona","Colorado",24,49,1,11
"2272",0,2016-11-12,"Oregon","Stanford (CA)",27,52,1,11
"2273",1,2016-11-12,"Colorado","Arizona",49,24,0,11
"2274",1,2016-11-12,"UCLA","Oregon St.",38,24,1,11
"2275",1,2016-11-12,"Southern California","Washington",26,13,0,11
"2276",0,2016-11-12,"Oregon St.","UCLA",24,38,0,11
"2277",0,2016-11-12,"Washington","Southern California",13,26,1,11
"2278",1,2016-11-12,"Washington St.","California",56,21,1,11
"2279",1,2016-11-12,"Alabama","Mississippi St.",51,3,1,11
"2280",1,2016-11-12,"New Mexico","Utah St.",24,21,0,11
"2281",0,2016-11-12,"Arkansas","Louisiana St.",10,38,1,11
"2282",1,2016-11-12,"Georgia","Auburn (AL)",13,7,1,11
"2283",1,2016-11-12,"Florida","South Carolina",20,7,1,11
"2284",0,2016-11-12,"Auburn (AL)","Georgia",7,13,0,11
"2285",0,2016-11-12,"Kentucky","Tennessee",36,49,0,11
"2286",1,2016-11-12,"Louisiana St.","Arkansas",38,10,0,11
"2287",1,2016-11-12,"Mississippi","Texas A&M",29,28,0,11
"2288",0,2016-11-12,"South Carolina","Florida",7,20,0,11
"2289",1,2016-11-12,"Missouri","Vanderbilt (TN)",26,17,1,11
"2290",1,2016-11-12,"Tennessee","Kentucky",49,36,1,11
"2291",0,2016-11-12,"Texas A&M","Mississippi",28,29,1,11
"2292",0,2016-11-12,"Vanderbilt (TN)","Missouri",17,26,0,11
"2293",1,2016-11-12,"Stanford (CA)","Oregon",52,27,0,11
"2294",1,2016-11-12,"Arkansas St.","New Mexico St.",41,22,1,11
"2295",0,2016-11-12,"Georgia St.","Louisiana-Monroe",23,37,1,11
"2296",1,2016-11-12,"Idaho","Texas St.",47,14,0,11
"2297",1,2016-11-12,"Louisiana-Monroe","Georgia St.",37,23,0,11
"2298",0,2016-11-12,"Texas St.","Idaho",14,47,1,11
"2299",0,2016-11-12,"Mississippi St.","Alabama",3,51,0,11
"2300",1,2016-11-12,"Troy (AL)","Appalachian State (NC)",28,24,1,11
"2301",0,2016-11-12,"Cal Poly-San Luis Obispo","Weber St. (UT)",15,22,0,11
"2302",1,2016-11-12,"Eastern Washington","Idaho St.",48,17,1,11
"2303",0,2016-11-12,"Idaho St.","Eastern Washington",17,48,0,11
"2304",0,2016-11-12,"Appalachian State (NC)","Troy (AL)",24,28,0,11
"2305",0,2016-11-12,"Montana","Northern Colorado",25,28,0,11
"2306",1,2016-11-12,"Montana St.","California-Davis",27,13,1,11
"2307",1,2016-11-12,"North Dakota","Northern Arizona",38,31,1,11
"2308",1,2016-11-12,"Northern Colorado","Montana",28,25,1,11
"2309",0,2016-11-12,"Portland St. (OR)","Cal St.-Sacramento",35,42,0,11
"2310",1,2016-11-12,"Cal St.-Sacramento","Portland St. (OR)",42,35,1,11
"2311",0,2016-11-12,"Southern Utah","Brigham Young (UT)",7,37,0,11
"2312",0,2016-11-12,"California-Davis","Montana St.",13,27,0,11
"2313",1,2016-11-12,"Charleston Southern (SC)","Liberty (VA)",48,26,0,11
"2314",0,2016-11-12,"Liberty (VA)","Charleston Southern (SC)",26,48,1,11
"2315",1,2016-11-12,"Kennesaw St. (GA)","Presbyterian (SC)",45,10,1,11
"2316",0,2016-11-12,"New Mexico St.","Arkansas St.",22,41,0,11
"2317",1,2016-11-12,"SUNY-Albany (NY)","New Hampshire",36,25,0,11
"2318",0,2016-11-12,"Presbyterian (SC)","Kennesaw St. (GA)",10,45,0,11
"2319",0,2016-11-12,"Northern Arizona","North Dakota",31,38,0,11
"2320",0,2016-11-12,"Elon (NC)","Rhode Island",14,44,1,11
"2321",0,2016-11-12,"Delaware","Richmond (VA)",17,31,0,11
"2322",1,2016-11-12,"James Madison (VA)","Villanova (PA)",20,7,0,11
"2323",1,2016-11-12,"Weber St. (UT)","Cal Poly-San Luis Obispo",22,15,1,11
"2324",1,2016-11-12,"Rhode Island","Elon (NC)",44,14,0,11
"2325",0,2016-11-12,"New Hampshire","SUNY-Albany (NY)",25,36,1,11
"2326",1,2016-11-12,"Richmond (VA)","Delaware",31,17,1,11
"2327",0,2016-11-12,"SUNY-Stony Brook (NY)","Maine",21,27,1,11
"2328",1,2016-11-12,"Towson (MD)","William & Mary (VA)",34,24,1,11
"2329",0,2016-11-12,"Villanova (PA)","James Madison (VA)",7,20,1,11
"2330",0,2016-11-12,"William & Mary (VA)","Towson (MD)",24,34,0,11
"2331",1,2016-11-12,"Coastal Carolina (SC)","Bryant (RI)",31,21,1,11
"2332",1,2016-11-12,"Brown (RI)","Dartmouth (NH)",24,21,0,11
"2333",0,2016-11-12,"Columbia (NY)","Cornell (NY)",40,42,1,11
"2334",1,2016-11-12,"Princeton (NJ)","Yale (CT)",31,3,0,11
"2335",0,2016-11-12,"Dartmouth (NH)","Brown (RI)",21,24,1,11
"2336",1,2016-11-12,"Maine","SUNY-Stony Brook (NY)",27,21,0,11
"2337",1,2016-11-12,"Florida A&M","Morgan St. (MD)",22,21,1,11
"2338",0,2016-11-12,"Delaware St.","North Carolina A&T",14,45,1,11
"2339",1,2016-11-12,"Hampton (VA)","Savannah St. (GA)",28,24,1,11
"2340",0,2016-11-12,"Howard (DC)","North Carolina Central",21,30,0,11
"2341",1,2016-11-12,"Norfolk St. (VA)","South Carolina St.",13,10,0,11
"2342",0,2016-11-12,"Morgan St. (MD)","Florida A&M",21,22,0,11
"2343",1,2016-11-12,"Cornell (NY)","Columbia (NY)",42,40,0,11
"2344",0,2016-11-12,"South Carolina St.","Norfolk St. (VA)",10,13,1,11
"2345",0,2016-11-12,"Yale (CT)","Princeton (NJ)",3,31,1,11
"2346",1,2016-11-12,"Illinois St.","Missouri St.",37,0,1,11
"2347",0,2016-11-12,"Savannah St. (GA)","Hampton (VA)",24,28,0,11
"2348",1,2016-11-12,"North Dakota St.","Indiana St.",41,17,1,11
"2349",0,2016-11-12,"Missouri St.","Illinois St.",0,37,0,11
"2350",1,2016-11-12,"Northern Iowa","Western Illinois",30,23,0,11
"2351",0,2016-11-12,"South Dakota","South Dakota St.",21,28,0,11
"2352",1,2016-11-12,"South Dakota St.","South Dakota",28,21,1,11
"2353",1,2016-11-12,"North Carolina Central","Howard (DC)",30,21,1,11
"2354",1,2016-11-12,"Youngstown St. (OH)","Southern Illinois",21,14,1,11
"2355",0,2016-11-12,"Western Illinois","Northern Iowa",23,30,1,11
"2356",0,2016-11-12,"Southern Illinois","Youngstown St. (OH)",14,21,0,11
"2357",0,2016-11-12,"Central Connecticut St.","Saint Francis (PA)",21,31,0,11
"2358",1,2016-11-12,"North Carolina A&T","Delaware St.",45,14,0,11
"2359",1,2016-11-12,"Duquesne (PA)","Sacred Heart (CT)",31,10,1,11
"2360",0,2016-11-12,"Robert Morris (PA)","Wagner (NY)",5,40,1,11
"2361",0,2016-11-12,"Indiana St.","North Dakota St.",17,41,0,11
"2362",0,2016-11-12,"Sacred Heart (CT)","Duquesne (PA)",10,31,0,11
"2363",1,2016-11-12,"Wagner (NY)","Robert Morris (PA)",40,5,0,11
"2364",1,2016-11-12,"Saint Francis (PA)","Central Connecticut St.",31,21,1,11
"2365",0,2016-11-12,"Austin Peay St. (TN)","Eastern Kentucky",30,67,1,11
"2366",1,2016-11-12,"Eastern Kentucky","Austin Peay St. (TN)",67,30,0,11
"2367",0,2016-11-12,"Murray St. (KY)","Jacksonville St. (AL)",15,33,1,11
"2368",0,2016-11-12,"Tennessee St.","Tennessee Tech",16,44,1,11
"2369",0,2016-11-12,"Southeast Missouri St.","Tennessee-Martin",10,24,0,11
"2370",1,2016-11-12,"Jacksonville St. (AL)","Murray St. (KY)",33,15,0,11
"2371",1,2016-11-12,"Tennessee-Martin","Southeast Missouri St.",24,10,1,11
"2372",1,2016-11-12,"Tennessee Tech","Tennessee St.",44,16,0,11
"2373",1,2016-11-12,"Colgate (NY)","Lafayette (PA)",38,17,1,11
"2374",0,2016-11-12,"Georgetown (DC)","Bucknell (PA)",7,21,1,11
"2375",0,2016-11-12,"Holy Cross (MA)","Fordham (NY)",14,54,1,11
"2376",0,2016-11-12,"Lafayette (PA)","Colgate (NY)",17,38,0,11
"2377",0,2016-11-12,"Butler (IN)","Drake (IA)",14,28,0,11
"2378",1,2016-11-12,"Campbell (NC)","Morehead St. (KY)",27,21,0,11
"2379",1,2016-11-12,"Dayton (OH)","Marist (NY)",59,31,0,11
"2380",1,2016-11-12,"Drake (IA)","Butler (IN)",28,14,1,11
"2381",0,2016-11-12,"Jacksonville (FL)","Valparaiso (IN)",39,42,0,11
"2382",1,2016-11-12,"Fordham (NY)","Holy Cross (MA)",54,14,1,11
"2383",1,2016-11-12,"Bucknell (PA)","Georgetown (DC)",21,7,0,11
"2384",0,2016-11-12,"Morehead St. (KY)","Campbell (NC)",21,27,1,11
"2385",1,2016-11-12,"San Diego (CA)","Stetson (FL)",42,7,1,11
"2386",0,2016-11-12,"Tennessee-Chattanooga","Wofford (SC)",28,36,1,11
"2387",0,2016-11-12,"Stetson (FL)","San Diego (CA)",7,42,0,11
"2388",1,2016-11-12,"Valparaiso (IN)","Jacksonville (FL)",42,39,1,11
"2389",1,2016-11-12,"Furman (SC)","Western Carolina (NC)",49,21,1,11
"2390",0,2016-11-12,"Mercer (GA)","Samford (AL)",19,24,0,11
"2391",1,2016-11-12,"Samford (AL)","Mercer (GA)",24,19,1,11
"2392",1,2016-11-12,"Citadel (SC)","Virginia Military Institute",30,20,0,11
"2393",0,2016-11-12,"Western Carolina (NC)","Furman (SC)",21,49,0,11
"2394",1,2016-11-12,"Wofford (SC)","Tennessee-Chattanooga",36,28,0,11
"2395",1,2016-11-12,"Central Arkansas","Nicholls St. (LA)",31,24,1,11
"2396",0,2016-11-12,"Marist (NY)","Dayton (OH)",31,59,1,11
"2397",0,2016-11-12,"Abilene Christian (TX)","Southeastern Louisiana",19,31,0,11
"2398",1,2016-11-12,"Incarnate Word (TX)","Lamar (TX)",35,28,0,11
"2399",1,2016-11-12,"Houston Baptist (TX)","Stephen F. Austin (TX)",31,24,1,11
"2400",0,2016-11-12,"Nicholls St. (LA)","Central Arkansas",24,31,0,11
"2401",0,2016-11-12,"Lamar (TX)","Incarnate Word (TX)",28,35,1,11
"2402",1,2016-11-12,"Sam Houston St. (TX)","Northwestern St. (LA)",48,16,0,11
"2403",0,2016-11-12,"Northwestern St. (LA)","Sam Houston St. (TX)",16,48,1,11
"2404",1,2016-11-12,"Alabama A&M","Jackson St. (MS)",27,20,0,11
"2405",0,2016-11-12,"Stephen F. Austin (TX)","Houston Baptist (TX)",24,31,0,11
"2406",1,2016-11-12,"Southeastern Louisiana","Abilene Christian (TX)",31,19,1,11
"2407",0,2016-11-12,"Virginia Military Institute","Citadel (SC)",20,30,1,11
"2408",1,2016-11-12,"Grambling St. (LA)","Alabama St.",21,0,1,11
"2409",1,2016-11-12,"Southern (LA)","Prairie View A&M (TX)",44,34,0,11
"2410",0,2016-11-12,"Prairie View A&M (TX)","Southern (LA)",34,44,1,11
"2411",1,2016-11-12,"Texas Southern","Arkansas-Pine Bluff",27,10,1,11
"2412",0,2016-11-12,"Arkansas-Pine Bluff","Texas Southern",10,27,0,11
"2413",0,2016-11-12,"Jackson St. (MS)","Alabama A&M",20,27,1,11
"2414",1,2016-11-12,"Alcorn St. (MS)","Mississippi Valley St.",61,7,0,11
"2415",0,2016-11-12,"Mississippi Valley St.","Alcorn St. (MS)",7,61,1,11
"2416",1,2016-11-15,"Bowling Green (OH)","Kent St. (OH)",42,7,1,12
"2417",0,2016-11-15,"Kent St. (OH)","Bowling Green (OH)",7,42,0,12
"2418",0,2016-11-15,"Ohio","Central Michigan",20,27,0,12
"2419",1,2016-11-15,"Central Michigan","Ohio",27,20,1,12
"2420",0,2016-11-16,"Ball St. (IN)","Toledo (OH)",19,37,0,12
"2421",0,2016-11-16,"Eastern Michigan","Northern Illinois",24,31,1,12
"2422",1,2016-11-16,"Northern Illinois","Eastern Michigan",31,24,0,12
"2423",1,2016-11-16,"Toledo (OH)","Ball St. (IN)",37,19,1,12
"2424",1,2016-11-17,"Houston (TX)","Louisville (KY)",36,10,1,12
"2425",0,2016-11-17,"Louisville (KY)","Houston (TX)",10,36,0,12
"2426",1,2016-11-17,"Arkansas St.","Troy (AL)",35,3,0,12
"2427",0,2016-11-17,"Troy (AL)","Arkansas St.",3,35,1,12
"2428",1,2016-11-17,"Coastal Carolina (SC)","Liberty (VA)",42,7,1,12
"2429",1,2016-11-17,"Incarnate Word (TX)","Houston Baptist (TX)",28,26,1,12
"2430",0,2016-11-17,"Houston Baptist (TX)","Incarnate Word (TX)",26,28,0,12
"2431",0,2016-11-17,"Nicholls St. (LA)","Southeastern Louisiana",42,44,1,12
"2432",1,2016-11-17,"Southeastern Louisiana","Nicholls St. (LA)",44,42,0,12
"2433",0,2016-11-18,"Cincinnati (OH)","Memphis (TN)",7,34,1,12
"2434",1,2016-11-18,"Memphis (TN)","Cincinnati (OH)",34,7,0,12
"2435",1,2016-11-18,"Boise St. (ID)","Nevada-Las Vegas",42,25,1,12
"2436",0,2016-11-18,"Nevada-Las Vegas","Boise St. (ID)",25,42,0,12
"2437",1,2016-11-18,"Eastern Washington","Portland St. (OR)",35,28,0,12
"2438",0,2016-11-18,"Portland St. (OR)","Eastern Washington",28,35,1,12
"2439",0,2016-11-19,"East Carolina (NC)","Navy (MD)",31,66,1,12
"2440",0,2016-11-19,"Connecticut","Boston College (MA)",0,30,0,12
"2441",1,2016-11-19,"Navy (MD)","East Carolina (NC)",66,31,0,12
"2442",0,2016-11-19,"Southern Methodist (TX)","South Florida",27,35,1,12
"2443",1,2016-11-19,"South Florida","Southern Methodist (TX)",35,27,0,12
"2444",0,2016-11-19,"Tulane (LA)","Temple (PA)",0,31,1,12
"2445",1,2016-11-19,"Temple (PA)","Tulane (LA)",31,0,0,12
"2446",1,2016-11-19,"Tulsa (OK)","Central Florida",35,20,0,12
"2447",0,2016-11-19,"Central Florida","Tulsa (OK)",20,35,1,12
"2448",0,2016-11-19,"Duke (NC)","Pittsburgh (PA)",14,56,0,12
"2449",1,2016-11-19,"Boston College (MA)","Connecticut",30,0,1,12
"2450",1,2016-11-19,"Clemson (SC)","Wake Forest (NC)",35,13,0,12
"2451",1,2016-11-19,"Georgia Tech","Virginia",31,17,1,12
"2452",1,2016-11-19,"Florida St.","Syracuse (NY)",45,14,0,12
"2453",1,2016-11-19,"Miami (FL)","North Carolina St.",27,13,0,12
"2454",0,2016-11-19,"North Carolina St.","Miami (FL)",13,27,1,12
"2455",0,2016-11-19,"Virginia","Georgia Tech",17,31,0,12
"2456",1,2016-11-19,"North Carolina","Citadel (SC)",41,7,1,12
"2457",1,2016-11-19,"Virginia Tech","Notre Dame (IN)",34,31,0,12
"2458",0,2016-11-19,"Wake Forest (NC)","Clemson (SC)",13,35,1,12
"2459",0,2016-11-19,"Baylor (TX)","Kansas St.",21,42,1,12
"2460",1,2016-11-19,"Kansas","Texas",24,21,1,12
"2461",1,2016-11-19,"Kansas St.","Baylor (TX)",42,21,0,12
"2462",1,2016-11-19,"Oklahoma","West Virginia",56,28,0,12
"2463",1,2016-11-19,"Oklahoma St.","Texas Christian",31,6,0,12
"2464",0,2016-11-19,"Texas Christian","Oklahoma St.",6,31,1,12
"2465",0,2016-11-19,"Texas Tech","Iowa St.",10,66,0,12
"2466",0,2016-11-19,"West Virginia","Oklahoma",28,56,1,12
"2467",1,2016-11-19,"Pittsburgh (PA)","Duke (NC)",56,14,1,12
"2468",0,2016-11-19,"Syracuse (NY)","Florida St.",14,45,1,12
"2469",0,2016-11-19,"Texas","Kansas",21,24,0,12
"2470",1,2016-11-19,"Iowa","Illinois",28,0,0,12
"2471",0,2016-11-19,"Indiana","Michigan",10,20,0,12
"2472",1,2016-11-19,"Iowa St.","Texas Tech",66,10,1,12
"2473",1,2016-11-19,"Michigan","Indiana",20,10,1,12
"2474",0,2016-11-19,"Maryland","Nebraska",7,28,0,12
"2475",0,2016-11-19,"Michigan St.","Ohio St.",16,17,1,12
"2476",1,2016-11-19,"Minnesota","Northwestern (IL)",29,12,1,12
"2477",1,2016-11-19,"Nebraska","Maryland",28,7,1,12
"2478",1,2016-11-19,"Ohio St.","Michigan St.",17,16,0,12
"2479",1,2016-11-19,"Wisconsin","Purdue (IN)",49,20,0,12
"2480",1,2016-11-19,"Penn St.","Rutgers (NJ)",39,0,0,12
"2481",0,2016-11-19,"Rutgers (NJ)","Penn St.",0,39,1,12
"2482",0,2016-11-19,"Purdue (IN)","Wisconsin",20,49,1,12
"2483",0,2016-11-19,"Florida Atlantic","Old Dominion (VA)",24,42,1,12
"2484",0,2016-11-19,"North Carolina-Charlotte","Middle Tennessee St.",31,38,1,12
"2485",0,2016-11-19,"Marshall (WV)","Florida International",14,31,0,12
"2486",1,2016-11-19,"Middle Tennessee St.","North Carolina-Charlotte",38,31,0,12
"2487",1,2016-11-19,"North Texas","Southern Mississippi",29,23,1,12
"2488",0,2016-11-19,"Illinois","Iowa",0,28,1,12
"2489",1,2016-11-19,"Old Dominion (VA)","Florida Atlantic",42,24,0,12
"2490",1,2016-11-19,"Rice (TX)","Texas-El Paso",44,24,1,12
"2491",0,2016-11-19,"Southern Mississippi","North Texas",23,29,0,12
"2492",0,2016-11-19,"Texas-San Antonio","Texas A&M",10,23,0,12
"2493",0,2016-11-19,"Northwestern (IL)","Minnesota",12,29,0,12
"2494",1,2016-11-19,"Army (NY)","Morgan St. (MD)",60,3,1,12
"2495",1,2016-11-19,"Brigham Young (UT)","Massachusetts",51,9,1,12
"2496",0,2016-11-19,"Notre Dame (IN)","Virginia Tech",31,34,1,12
"2497",0,2016-11-19,"Massachusetts","Brigham Young (UT)",9,51,0,12
"2498",1,2016-11-19,"Florida International","Marshall (WV)",31,14,1,12
"2499",0,2016-11-19,"Buffalo (NY)","Western Michigan",0,38,0,12
"2500",1,2016-11-19,"Western Michigan","Buffalo (NY)",38,0,1,12
"2501",0,2016-11-19,"Texas-El Paso","Rice (TX)",24,44,0,12
"2502",1,2016-11-19,"Colorado St.","New Mexico",49,31,1,12
"2503",0,2016-11-19,"Fresno St. (CA)","Hawaii",13,14,1,12
"2504",1,2016-11-19,"Hawaii","Fresno St. (CA)",14,13,0,12
"2505",1,2016-11-19,"Nevada","Utah St.",38,37,1,12
"2506",0,2016-11-19,"San Diego St. (CA)","Wyoming",33,34,0,12
"2507",0,2016-11-19,"San Jose St. (CA)","Air Force (CO)",38,41,1,12
"2508",0,2016-11-19,"Utah St.","Nevada",37,38,0,12
"2509",1,2016-11-19,"Wyoming","San Diego St. (CA)",34,33,1,12
"2510",0,2016-11-19,"Arizona St.","Washington",18,44,0,12
"2511",0,2016-11-19,"California","Stanford (CA)",31,45,1,12
"2512",0,2016-11-19,"Arizona","Oregon St.",17,42,0,12
"2513",1,2016-11-19,"Oregon","Utah",30,28,0,12
"2514",1,2016-11-19,"Colorado","Washington St.",38,24,1,12
"2515",0,2016-11-19,"UCLA","Southern California",14,36,1,12
"2516",1,2016-11-19,"Southern California","UCLA",36,14,0,12
"2517",1,2016-11-19,"Oregon St.","Arizona",42,17,1,12
"2518",0,2016-11-19,"Utah","Oregon",28,30,1,12
"2519",1,2016-11-19,"Washington","Arizona St.",44,18,1,12
"2520",0,2016-11-19,"Washington St.","Colorado",24,38,0,12
"2521",1,2016-11-19,"Alabama","Tennessee-Chattanooga",31,3,1,12
"2522",0,2016-11-19,"New Mexico","Colorado St.",31,49,0,12
"2523",1,2016-11-19,"Arkansas","Mississippi St.",58,42,0,12
"2524",1,2016-11-19,"Florida","Louisiana St.",16,10,0,12
"2525",1,2016-11-19,"Auburn (AL)","Alabama A&M",55,0,1,12
"2526",1,2016-11-19,"Kentucky","Austin Peay St. (TN)",49,13,1,12
"2527",0,2016-11-19,"Louisiana St.","Florida",10,16,1,12
"2528",0,2016-11-19,"Mississippi","Vanderbilt (TN)",17,38,0,12
"2529",1,2016-11-19,"South Carolina","Western Carolina (NC)",44,31,1,12
"2530",0,2016-11-19,"Missouri","Tennessee",37,63,0,12
"2531",1,2016-11-19,"Tennessee","Missouri",63,37,1,12
"2532",1,2016-11-19,"Texas A&M","Texas-San Antonio",23,10,1,12
"2533",1,2016-11-19,"Vanderbilt (TN)","Mississippi",38,17,1,12
"2534",1,2016-11-19,"Stanford (CA)","California",45,31,0,12
"2535",0,2016-11-19,"Georgia Southern","Georgia St.",24,30,0,12
"2536",1,2016-11-19,"Georgia St.","Georgia Southern",30,24,1,12
"2537",0,2016-11-19,"Louisiana-Lafayette","Georgia",21,35,0,12
"2538",0,2016-11-19,"Louisiana-Monroe","Appalachian State (NC)",17,42,0,12
"2539",0,2016-11-19,"Texas St.","New Mexico St.",10,50,0,12
"2540",1,2016-11-19,"South Alabama","Presbyterian (SC)",31,7,1,12
"2541",0,2016-11-19,"Mississippi St.","Arkansas",42,58,1,12
"2542",1,2016-11-19,"Cal Poly-San Luis Obispo","Northern Colorado",55,48,1,12
"2543",0,2016-11-19,"Idaho St.","Weber St. (UT)",28,34,1,12
"2544",1,2016-11-19,"Appalachian State (NC)","Louisiana-Monroe",42,17,1,12
"2545",0,2016-11-19,"Montana","Montana St.",17,24,1,12
"2546",1,2016-11-19,"Montana St.","Montana",24,17,0,12
"2547",0,2016-11-19,"Northern Colorado","Cal Poly-San Luis Obispo",48,55,0,12
"2548",0,2016-11-19,"Cal St.-Sacramento","California-Davis",30,48,0,12
"2549",1,2016-11-19,"Southern Utah","Northern Arizona",48,21,0,12
"2550",1,2016-11-19,"California-Davis","Cal St.-Sacramento",48,30,1,12
"2551",1,2016-11-19,"Charleston Southern (SC)","Kennesaw St. (GA)",28,7,1,12
"2552",0,2016-11-19,"Kennesaw St. (GA)","Charleston Southern (SC)",7,28,0,12
"2553",1,2016-11-19,"New Mexico St.","Texas St.",50,10,1,12
"2554",1,2016-11-19,"SUNY-Albany (NY)","SUNY-Stony Brook (NY)",13,6,1,12
"2555",0,2016-11-19,"Presbyterian (SC)","South Alabama",7,31,0,12
"2556",0,2016-11-19,"Monmouth (NJ)","Gardner-Webb (NC)",33,34,0,12
"2557",0,2016-11-19,"Northern Arizona","Southern Utah",21,48,1,12
"2558",0,2016-11-19,"Elon (NC)","James Madison (VA)",14,63,0,12
"2559",0,2016-11-19,"Delaware","Villanova (PA)",10,41,1,12
"2560",1,2016-11-19,"James Madison (VA)","Elon (NC)",63,14,1,12
"2561",1,2016-11-19,"Weber St. (UT)","Idaho St.",34,28,0,12
"2562",1,2016-11-19,"Gardner-Webb (NC)","Monmouth (NJ)",34,33,1,12
"2563",0,2016-11-19,"Rhode Island","Towson (MD)",31,32,1,12
"2564",1,2016-11-19,"New Hampshire","Maine",24,21,0,12
"2565",0,2016-11-19,"Richmond (VA)","William & Mary (VA)",13,34,0,12
"2566",0,2016-11-19,"SUNY-Stony Brook (NY)","SUNY-Albany (NY)",6,13,0,12
"2567",1,2016-11-19,"Towson (MD)","Rhode Island",32,31,0,12
"2568",1,2016-11-19,"Villanova (PA)","Delaware",41,10,0,12
"2569",1,2016-11-19,"William & Mary (VA)","Richmond (VA)",34,13,1,12
"2570",0,2016-11-19,"Brown (RI)","Columbia (NY)",13,31,1,12
"2571",1,2016-11-19,"Columbia (NY)","Brown (RI)",31,13,0,12
"2572",0,2016-11-19,"Harvard (MA)","Yale (CT)",14,21,1,12
